招聘单位,城市,位置,经度,维度,当前是否招聘,全职,保险情况,吃住情况,面试时间,试岗时间,岗位类型,性别,年龄要求,特殊要求,是否接受有犯罪记录,运力紧急情况,工作时间,相关经验,薪资,工作内容
建安站,深圳,深圳市宝安区福海街道和平思源工业区B栋,113.792252,22.688925,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班理货员,男,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,7：00-19:00/ 8：00-20:00/ 9：00-21:00（做5休2/做六休一门店排班）,无需经验，有经验者优先,固定薪资2340-2840+职级补贴0-700+绩效500+计件提成，综合薪资6000-8000元/月,超市货架空时，需要从库房拉货把货架补齐，在岗时，需要货架饱满状态，遇到缺货时，及时找主管进行订货
新南站,深圳,深圳市龙岗区平湖街道建南路1号(丹华隆箱包1楼最左边的入口）,114.132751,22.688046,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,水产员,不限,25~35,不戴眼镜，不要暑假工,否,0,7：00-19:30/ 8：00-20:30/ 9：00-21:30（做5休2，或做六休一）,无需经验，有经验者优先,固定薪资3120-3620+职级补贴0-1500+绩效3345，综合薪资6000-8000元/月,养鱼，杀鱼，捞虾(处理水产品)
万福站,深圳,深圳市龙岗区平湖街道平湖社区万福路36号王其峰工业区A栋一层102室,114.144165,22.680141,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
龙飞站,深圳,深圳市龙岗区龙城街道龙飞大道688号,114.214127,22.712637,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
龙飞站,深圳,深圳市龙岗区龙城街道龙飞大道688号,114.214127,22.712637,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班理货员,男,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,7：00-19:00/ 8：00-20:00/ 9：00-21:00（做5休2/做六休一门店排班）,无需经验，有经验者优先,固定薪资2340-2840+职级补贴0-700+绩效500+计件提成，综合薪资6000-8000元/月,超市货架空时，需要从库房拉货把货架补齐，在岗时，需要货架饱满状态，遇到缺货时，及时找主管进行订货
龙飞站,深圳,深圳市龙岗区龙城街道龙飞大道688号,114.214127,22.712637,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,水产员,不限,25~35,不戴眼镜，不要暑假工,否,0,7：00-19:30/ 8：00-20:30/ 9：00-21:30（做5休2，或做六休一）,无需经验，有经验者优先,固定薪资3120-3620+职级补贴0-1500+绩效3345，综合薪资6000-8000元/月,养鱼，杀鱼，捞虾(处理水产品)
龙飞站,深圳,深圳市龙岗区龙城街道龙飞大道688号,114.214127,22.712637,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,夜班理货员,男,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,19:00-7:00/20:00-8:00/21:00-9:00（月休4-8排班制）,无需经验，有经验者优先,固定薪资2340-2840+职级补贴0-700+夜班补贴780+绩效500+计件提成，综合薪资6500-8500元/月,美团生鲜超市的搬运理货，整理货架，上架产品
龙飞站,深圳,深圳市龙岗区龙城街道龙飞大道688号,114.214127,22.712637,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,夜班理货员,男,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,19:00-7:00/20:00-8:00/21:00-9:00（月休4-8排班制）,无需经验，有经验者优先,固定薪资2340-2840+职级补贴0-700+夜班补贴780+绩效500+计件提成，综合薪资6500-8500元/月,美团生鲜超市的搬运理货，整理货架，上架产品
爱龙站,深圳,深圳市龙岗区爱龙路81号,114.233833,22.727161,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
爱龙站,深圳,深圳市龙岗区爱龙路81号,114.233833,22.727161,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,水产员,不限,25~35,不戴眼镜，不要暑假工,否,0,7：00-19:30/ 8：00-20:30/ 9：00-21:30（做5休2，或做六休一）,无需经验，有经验者优先,固定薪资3120-3620+职级补贴0-1500+绩效3345，综合薪资6000-8000元/月,养鱼，杀鱼，捞虾(处理水产品)
爱龙站,深圳,深圳市龙岗区爱龙路81号,114.233833,22.727161,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,夜班理货员,男,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,19:00-7:00/20:00-8:00/21:00-9:00（月休4-8排班制）,无需经验，有经验者优先,固定薪资2340-2840+职级补贴0-700+夜班补贴780+绩效500+计件提成，综合薪资6500-8500元/月,美团生鲜超市的搬运理货，整理货架，上架产品
景芬站,深圳,深圳市龙岗区布吉街道东方半岛社区景芬路5号慢城翰文居1栋02铺（定位：锋记烧鹅皇）,114.130005,22.625856,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
广弘站,深圳,深圳市龙岗区平湖镇广弘中心c栋101号商铺,114.11985,22.682724,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
广弘站,深圳,深圳市龙岗区平湖镇广弘中心c栋101号商铺,114.11985,22.682724,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,水产员,不限,25~35,不戴眼镜，不要暑假工,否,0,7：00-19:30/ 8：00-20:30/ 9：00-21:30（做5休2，或做六休一）,无需经验，有经验者优先,固定薪资3120-3620+职级补贴0-1500+绩效3345，综合薪资6000-8000元/月,养鱼，杀鱼，捞虾(处理水产品)
鹏达站,深圳,龙岗区向前科技小镇A6栋1楼小象超市,114.256973,22.712481,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
利嘉站,深圳,深圳福田区园岭街道上林社区八卦岭四路厂房7栋一层,114.101768,22.565381,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
利嘉站,深圳,深圳福田区园岭街道上林社区八卦岭四路厂房7栋一层,114.101768,22.565381,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,水产员,不限,25~35,不戴眼镜，不要暑假工,否,0,7：00-19:30/ 8：00-20:30/ 9：00-21:30（做5休2，或做六休一）,无需经验，有经验者优先,固定薪资3120-3620+职级补贴0-1500+绩效3345，综合薪资6000-8000元/月,养鱼，杀鱼，捞虾(处理水产品)
滨海站,深圳,深圳市盐田区沙头角保税区7栋1楼美团买菜,114.240898,22.556131,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
滨海站,深圳,深圳市盐田区沙头角保税区7栋1楼美团买菜,114.240898,22.556131,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,水产员,不限,25~35,不戴眼镜，不要暑假工,否,0,7：00-19:30/ 8：00-20:30/ 9：00-21:30（做5休2，或做六休一）,无需经验，有经验者优先,固定薪资3120-3620+职级补贴0-1500+绩效3345，综合薪资6000-8000元/月,养鱼，杀鱼，捞虾(处理水产品)
罗芳站,深圳,广东省深圳市罗湖区新秀村秀南街61号2栋1楼,114.142975,22.543833,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
东门站,深圳,深圳市罗湖区东门街道立新路68号好年华大厦1楼小象超市,114.119293,22.54817,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
东门站,深圳,深圳市罗湖区东门街道立新路68号好年华大厦1楼小象超市,114.119293,22.54817,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班理货员,男,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,7：00-19:00/ 8：00-20:00/ 9：00-21:00（做5休2/做六休一门店排班）,无需经验，有经验者优先,固定薪资2340-2840+职级补贴0-700+绩效500+计件提成，综合薪资6000-8000元/月,超市货架空时，需要从库房拉货把货架补齐，在岗时，需要货架饱满状态，遇到缺货时，及时找主管进行订货
东门站,深圳,深圳市罗湖区东门街道立新路68号好年华大厦1楼小象超市,114.119293,22.54817,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,夜班理货员,男,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,19:00-7:00/20:00-8:00/21:00-9:00（月休4-8排班制）,无需经验，有经验者优先,固定薪资2340-2840+职级补贴0-700+夜班补贴780+绩效500+计件提成，综合薪资6500-8500元/月,美团生鲜超市的搬运理货，整理货架，上架产品
东门站,深圳,深圳市罗湖区东门街道立新路68号好年华大厦1楼小象超市,114.119293,22.54817,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,夜班理货员,男,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,19:00-7:00/20:00-8:00/21:00-9:00（月休4-8排班制）,无需经验，有经验者优先,固定薪资2340-2840+职级补贴0-700+夜班补贴780+绩效500+计件提成，综合薪资6500-8500元/月,美团生鲜超市的搬运理货，整理货架，上架产品
银湖站,深圳,深圳市罗湖区银湖汽车站候车大厅,114.089767,22.568907,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
银湖站,深圳,深圳市罗湖区银湖汽车站候车大厅,114.089767,22.568907,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班理货员,男,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,7：00-19:00/ 8：00-20:00/ 9：00-21:00（做5休2/做六休一门店排班）,无需经验，有经验者优先,固定薪资2340-2840+职级补贴0-700+绩效500+计件提成，综合薪资6000-8000元/月,超市货架空时，需要从库房拉货把货架补齐，在岗时，需要货架饱满状态，遇到缺货时，及时找主管进行订货
长龙站,深圳,深圳市龙岗区布吉街道布吉社区老圩村百花路1号厂房太子工业区101,114.109975,22.596977,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
田贝站,深圳,深圳市罗湖区贝丽南路1号龙丽园大厦1-12号,114.127243,22.560122,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
翔鸽站,深圳,深圳市龙岗区布吉街道百合商业楼1栋124-A31-A35室,114.130676,22.597649,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
东晓站,深圳,深圳市罗湖区文锦北路英达花园,114.121643,22.576153,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
东晓站,深圳,深圳市罗湖区文锦北路英达花园,114.121643,22.576153,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,水产员,不限,25~35,不戴眼镜，不要暑假工,否,0,7：00-19:30/ 8：00-20:30/ 9：00-21:30（做5休2，或做六休一）,无需经验，有经验者优先,固定薪资3120-3620+职级补贴0-1500+绩效3345，综合薪资6000-8000元/月,养鱼，杀鱼，捞虾(处理水产品)
东晓站,深圳,深圳市罗湖区文锦北路英达花园,114.121643,22.576153,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,夜班理货员,男,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,19:00-7:00/20:00-8:00/21:00-9:00（月休4-8排班制）,无需经验，有经验者优先,固定薪资2340-2840+职级补贴0-700+夜班补贴780+绩效500+计件提成，综合薪资6500-8500元/月,美团生鲜超市的搬运理货，整理货架，上架产品
聚宝站,深圳,深圳市罗湖区聚宝路仙湖枫景家园裙楼101号,114.16964,22.565971,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
鸿业站,深圳,深圳市罗湖区翠竹街道翠竹社区东门北路2044号鸿业苑鸿泰阁.鸿祥阁2层,114.132866,22.557056,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
汇泰站,深圳,深圳市罗湖区南湖街道罗湖社区沿河南路1120号汝南大厦沿河南路1120-1,114.124698,22.535046,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
太安站,深圳,深圳市罗湖区布心路东乐花园乐群楼乐怡楼裙楼108-6,114.14061,22.572742,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
太安站,深圳,深圳市罗湖区布心路东乐花园乐群楼乐怡楼裙楼108-6,114.14061,22.572742,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,水产员,不限,25~35,不戴眼镜，不要暑假工,否,0,7：00-19:30/ 8：00-20:30/ 9：00-21:30（做5休2，或做六休一）,无需经验，有经验者优先,固定薪资3120-3620+职级补贴0-1500+绩效3345，综合薪资6000-8000元/月,养鱼，杀鱼，捞虾(处理水产品)
太安站,深圳,深圳市罗湖区布心路东乐花园乐群楼乐怡楼裙楼108-6,114.14061,22.572742,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,夜班理货员,男,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,19:00-7:00/20:00-8:00/21:00-9:00（月休4-8排班制）,无需经验，有经验者优先,固定薪资2340-2840+职级补贴0-700+夜班补贴780+绩效500+计件提成，综合薪资6500-8500元/月,美团生鲜超市的搬运理货，整理货架，上架产品
宝源站,深圳,深圳市宝安区宝源南路201号第五大道高发西岸花园一期1栋D01,113.877686,22.55624,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
宝源站,深圳,深圳市宝安区宝源南路201号第五大道高发西岸花园一期1栋D01,113.877686,22.55624,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,水产员,不限,25~35,不戴眼镜，不要暑假工,否,0,7：00-19:30/ 8：00-20:30/ 9：00-21:30（做5休2，或做六休一）,无需经验，有经验者优先,固定薪资3120-3620+职级补贴0-1500+绩效3345，综合薪资6000-8000元/月,养鱼，杀鱼，捞虾(处理水产品)
宝龙站,深圳,深圳市龙岗区宝龙街道南约社区高科大道56号万达产业园2号厂房1-1,114.288506,22.691885,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
宝龙站,深圳,深圳市龙岗区宝龙街道南约社区高科大道56号万达产业园2号厂房1-1,114.288506,22.691885,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班理货员,男,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,7：00-19:00/ 8：00-20:00/ 9：00-21:00（做5休2/做六休一门店排班）,无需经验，有经验者优先,固定薪资2340-2840+职级补贴0-700+绩效500+计件提成，综合薪资6000-8000元/月,超市货架空时，需要从库房拉货把货架补齐，在岗时，需要货架饱满状态，遇到缺货时，及时找主管进行订货
安乐站,深圳,深圳市宝安区40区甲岸路18号安乐工业园2号厂107、108、109号,113.900787,22.554649,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
安乐站,深圳,深圳市宝安区40区甲岸路18号安乐工业园2号厂107、108、109号,113.900787,22.554649,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班理货员,男,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,7：00-19:00/ 8：00-20:00/ 9：00-21:00（做5休2/做六休一门店排班）,无需经验，有经验者优先,固定薪资2340-2840+职级补贴0-700+绩效500+计件提成，综合薪资6000-8000元/月,超市货架空时，需要从库房拉货把货架补齐，在岗时，需要货架饱满状态，遇到缺货时，及时找主管进行订货
安乐站,深圳,深圳市宝安区40区甲岸路18号安乐工业园2号厂107、108、109号,113.900787,22.554649,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,夜班理货员,男,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,19:00-7:00/20:00-8:00/21:00-9:00（月休4-8排班制）,无需经验，有经验者优先,固定薪资2340-2840+职级补贴0-700+夜班补贴780+绩效500+计件提成，综合薪资6500-8500元/月,美团生鲜超市的搬运理货，整理货架，上架产品
蓝海站,深圳,深圳市龙岗区龙岗街道新生社区坪西南路东7号蓝海科技园一层A101,114.282272,22.750179,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,夜班理货员,男,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,19:00-7:00/20:00-8:00/21:00-9:00（月休4-8排班制）,无需经验，有经验者优先,固定薪资2340-2840+职级补贴0-700+夜班补贴780+绩效500+计件提成，综合薪资6500-8500元/月,美团生鲜超市的搬运理货，整理货架，上架产品
振环站,深圳,广东省深圳市坪山区马峦街道坪环社区振环路1号京基御景印象四期1栋C单元139-147号,114.331665,22.673998,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
龙坪站,深圳,深圳市坪山区新强路10号铭帆供应链有限公司,114.334831,22.700514,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
龙坪站,深圳,深圳市坪山区新强路10号铭帆供应链有限公司,114.334831,22.700514,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,水产员,不限,25~35,不戴眼镜，不要暑假工,否,0,7：00-19:30/ 8：00-20:30/ 9：00-21:30（做5休2，或做六休一）,无需经验，有经验者优先,固定薪资3120-3620+职级补贴0-1500+绩效3345，综合薪资6000-8000元/月,养鱼，杀鱼，捞虾(处理水产品)
虹步站,深圳,深圳市南山区马家龙工业区15栋1楼,113.925812,22.55011,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,25~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
